"id","start_date","expiry_date"
"account_intrastat.commodity_code_2022_94051190","2022-01-01",""
"account_intrastat.commodity_code_2022_94051940","2022-01-01",""
"account_intrastat.commodity_code_2022_94051950","2022-01-01",""
"account_intrastat.commodity_code_2022_94051990","2022-01-01",""
"account_intrastat.commodity_code_2022_94052140","2022-01-01",""
"account_intrastat.commodity_code_2022_94052150","2022-01-01",""
"account_intrastat.commodity_code_2022_94052190","2022-01-01",""
"account_intrastat.commodity_code_2022_94052940","2022-01-01",""
"account_intrastat.commodity_code_2022_94052950","2022-01-01",""
"account_intrastat.commodity_code_2022_94052990","2022-01-01",""
"account_intrastat.commodity_code_2022_94053100","2022-01-01",""
"account_intrastat.commodity_code_2022_94053900","2022-01-01",""
"account_intrastat.commodity_code_2022_94054110","2022-01-01",""
"account_intrastat.commodity_code_2022_94054131","2022-01-01",""
"account_intrastat.commodity_code_2022_94054139","2022-01-01",""
"account_intrastat.commodity_code_2022_94054210","2022-01-01",""
"account_intrastat.commodity_code_2022_94054231","2022-01-01",""
"account_intrastat.commodity_code_2022_94054239","2022-01-01",""
"account_intrastat.commodity_code_2022_94054910","2022-01-01",""
"account_intrastat.commodity_code_2022_94054940","2022-01-01",""
"account_intrastat.commodity_code_2022_94054990","2022-01-01",""
"account_intrastat.commodity_code_2022_94056120","2022-01-01",""
"account_intrastat.commodity_code_2022_94056180","2022-01-01",""
"account_intrastat.commodity_code_2022_94056920","2022-01-01",""
"account_intrastat.commodity_code_2022_94056980","2022-01-01",""
"account_intrastat.commodity_code_2022_94062000","2022-01-01",""
"account_intrastat.commodity_code_2022_95082100","2022-01-01",""
"account_intrastat.commodity_code_2022_95082200","2022-01-01",""
"account_intrastat.commodity_code_2022_95082300","2022-01-01",""
"account_intrastat.commodity_code_2022_95082400","2022-01-01",""
"account_intrastat.commodity_code_2022_95082500","2022-01-01",""
"account_intrastat.commodity_code_2022_95082600","2022-01-01",""
"account_intrastat.commodity_code_2022_95082900","2022-01-01",""
"account_intrastat.commodity_code_2022_95083000","2022-01-01",""
"account_intrastat.commodity_code_2022_95084000","2022-01-01",""
"account_intrastat.commodity_code_2022_97012100","2022-01-01",""
"account_intrastat.commodity_code_2022_97012200","2022-01-01",""
"account_intrastat.commodity_code_2022_97012900","2022-01-01",""
"account_intrastat.commodity_code_2022_97019100","2022-01-01",""
"account_intrastat.commodity_code_2022_97019200","2022-01-01",""
"account_intrastat.commodity_code_2022_97019900","2022-01-01",""
"account_intrastat.commodity_code_2022_97021000","2022-01-01",""
"account_intrastat.commodity_code_2022_97029000","2022-01-01",""
"account_intrastat.commodity_code_2022_97031000","2022-01-01",""
"account_intrastat.commodity_code_2022_97039000","2022-01-01",""
"account_intrastat.commodity_code_2022_97051000","2022-01-01",""
"account_intrastat.commodity_code_2022_97052100","2022-01-01",""
"account_intrastat.commodity_code_2022_97052200","2022-01-01",""
"account_intrastat.commodity_code_2022_97052900","2022-01-01",""
"account_intrastat.commodity_code_2022_97053100","2022-01-01",""
"account_intrastat.commodity_code_2022_97053900","2022-01-01",""
"account_intrastat.commodity_code_2022_97061000","2022-01-01",""
"account_intrastat.commodity_code_2022_97069000","2022-01-01",""
"account_intrastat.commodity_code_2022_99450000","2022-01-01",""
"account_intrastat.commodity_code_2022_99500000","2022-01-01",""
"account_intrastat.commodity_code_2022_99600000","2022-01-01",""
"account_intrastat.commodity_code_2022_99700000","2022-01-01",""
